date,code,time,floor,type,basicPrice,ceilingPrice,floorPrice,open,high,low,close,average,adOpen,adHigh,adLow,adClose,adAverage,nmVolume,nmValue,ptVolume,ptValue,change,adChange,pctChange,snapshot_date,vietnameseName
2/11/2020,FUCVREIT,15:02:04,HOSE,IFC,7.5,8.02,6.98,7.5,7.5,7.5,7.5,0,6.84,6.84,6.84,6.84,0,0,0,0,0,0,0,0,2/11/2020,Tài chính
2/19/2020,FUCVREIT,15:02:02,HOSE,IFC,7.3,7.81,6.79,6.8,7.7,6.8,7.7,7.27,6.201,7.022,6.201,7.022,6.63,30,218000,0,0,0.4,0.3648,5.4795,2/19/2020,Tài chính
2/27/2020,E1VFVN30,15:02:02,HOSE,ETF,14.05,15.03,13.07,14.03,14.12,13.92,14.12,14.03,14.03,14.12,13.92,14.12,14.03,1153740,16192614500,900000,12619700000,0.07,0.07,0.4982,2/27/2020,Tài chính
2/6/2020,FUCVREIT,15:02:03,HOSE,IFC,7.45,7.97,6.93,7.6,7.6,7.6,7.6,7.6,6.931,6.931,6.931,6.931,6.931,10,76000,0,0,0.15,0.1368,2.0134,2/6/2020,Tài chính
2/6/2020,FUESSV50,15:02:03,HOSE,ETF,12.2,13.05,11.35,12.23,12.4,12.23,12.4,12.26,12.23,12.4,12.23,12.4,12.26,116270,1425248000,0,0,0.2,0.2,1.6393,2/6/2020,Tài chính
2/5/2020,FUESSV50,15:02:02,HOSE,ETF,12.2,13.05,11.35,12.2,12.25,12.2,12.2,12.2,12.2,12.25,12.2,12.2,12.2,56880,693943000,0,0,0,0,0,2/5/2020,Tài chính
2/26/2020,FUESSV50,15:02:03,HOSE,ETF,12.3,13.16,11.44,12.3,12.35,12.2,12.3,12.28,12.3,12.35,12.2,12.3,12.28,101960,1252502600,0,0,0,0,0,2/26/2020,Tài chính
1/30/2020,E1VFVN30,15:01:01,HOSE,ETF,15.1,16.15,14.05,15.1,15.1,14.54,14.6,14.75,15.1,15.1,14.54,14.6,14.75,1942860,28657822600,1450000,21424000000,-0.5,-0.5,-3.3113,1/30/2020,Tài chính
3/16/2020,FUCVREIT,15:03:03,HOSE,IFC,6.3,6.74,5.86,6.3,6.3,6.3,6.3,0,5.745,5.745,5.745,5.745,0,0,0,0,0,0,0,0,3/16/2020,Tài chính
3/16/2020,FUESSV50,15:03:03,HOSE,ETF,10.7,11.44,9.96,10.7,10.8,10.5,10.5,10.58,10.7,10.8,10.5,10.5,10.58,113420,1200061300,0,0,-0.2,-0.2,-1.8692,3/16/2020,Tài chính
3/5/2020,HCM,15:03:04,HOSE,STOCK,17.75,18.95,16.55,17.8,18.6,17.8,18.15,18.27,12.476,13.036,12.476,12.72,12.805,1648110,30116178500,0,0,0.4,0.2803,2.2535,3/5/2020,Tài chính
2/3/2020,HCM,15:02:03,HOSE,STOCK,19.25,20.55,17.95,18,19.2,17.95,18.65,18.34,12.616,13.457,12.581,13.072,12.855,1599650,29331352000,0,0,-0.6,-0.4205,-3.1169,2/3/2020,Tài chính
2/14/2020,FUESSV50,15:02:03,HOSE,ETF,12.6,13.48,11.72,12.6,12.61,12.55,12.61,12.58,12.6,12.61,12.55,12.61,12.58,130000,1634800000,0,0,0.01,0.01,0.0794,2/14/2020,Tài chính
2/3/2020,FUESSV50,15:02:03,HOSE,ETF,12.35,13.21,11.49,12.28,12.28,12.15,12.25,12.21,12.28,12.28,12.15,12.25,12.21,135960,1659923500,0,0,-0.1,-0.1,-0.8097,2/3/2020,Tài chính
1/30/2020,FUCVREIT,15:01:01,HOSE,IFC,6.95,7.43,6.47,7.1,7.1,7.1,7.1,7.1,6.475,6.475,6.475,6.475,6.475,10,71000,0,0,0.15,0.1368,2.1583,1/30/2020,Tài chính
3/19/2020,FUCVREIT,15:03:02,HOSE,IFC,6,6.42,5.58,6,6,6,6,6,5.472,5.472,5.472,5.472,5.472,10,60000,0,0,0,0,0,3/19/2020,Tài chính
4/14/2020,FUESSV50,15:04:02,HOSE,ETF,10.5,11.23,9.77,10.5,10.7,10.5,10.7,10.53,10.5,10.7,10.5,10.7,10.53,77230,813260000,0,0,0.2,0.2,1.9048,4/14/2020,Tài chính
4/1/2020,HCM,15:04:02,HOSE,STOCK,11.15,11.9,10.4,11.3,11.9,11.2,11.9,11.84,7.92,8.34,7.85,8.34,8.299,1466530,17367319000,194000,2308600000,0.75,0.5256,6.7265,4/1/2020,Tài chính
3/11/2020,FUESSV50,15:03:03,HOSE,ETF,11.5,12.3,10.7,11.5,11.6,11.1,11.1,11.32,11.5,11.6,11.1,11.1,11.32,162460,1838478500,0,0,-0.4,-0.4,-3.4783,3/11/2020,Tài chính
4/1/2020,FUCVREIT,15:04:02,HOSE,IFC,6.26,6.69,5.83,6,6,6,6,6,5.472,5.472,5.472,5.472,5.472,10,60000,0,0,-0.26,-0.2371,-4.1534,4/1/2020,Tài chính
4/10/2020,FUCVREIT,15:04:01,HOSE,IFC,6.86,7.34,6.38,7,7,7,7,7,6.384,6.384,6.384,6.384,6.384,30,210000,0,0,0.14,0.1277,2.0408,4/10/2020,Tài chính
4/14/2020,HCM,15:04:02,HOSE,STOCK,15.5,16.55,14.45,15.5,15.9,15.05,15.9,15.5,10.864,11.144,10.549,11.144,10.864,1792950,27782117000,0,0,0.4,0.2804,2.5806,4/14/2020,Tài chính
5/14/2020,FUESSV50,15:05:02,HOSE,ETF,11.5,12.3,10.7,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,54440,626060000,0,0,0,0,0,5/14/2020,Tài chính
5/18/2020,E1VFVN30,15:05:02,HOSE,ETF,12.93,13.83,12.03,12.9,13.09,12.87,13.07,13.03,12.9,13.09,12.87,13.07,13.03,711790,9273905400,382450,4982828000,0.14,0.14,1.0828,5/18/2020,Tài chính
5/4/2020,HCM,15:05:02,HOSE,STOCK,16.5,17.65,15.35,16.2,16.2,15.5,15.5,15.85,11.355,11.355,10.864,10.864,11.109,2091820,33150479000,0,0,-1,-0.7009,-6.0606,5/4/2020,Tài chính
4/29/2020,HCM,15:04:03,HOSE,STOCK,16.8,17.95,15.65,16.8,16.85,16.35,16.5,16.53,11.775,11.811,11.461,11.566,11.586,1808300,29887273500,0,0,-0.3,-0.2103,-1.7857,4/29/2020,Tài chính
3/25/2020,FUCVREIT,15:03:02,HOSE,IFC,6.3,6.74,5.86,5.86,6.3,5.86,6.3,6.01,5.344,5.745,5.344,5.745,5.481,30,180200,0,0,0,0,0,3/25/2020,Tài chính
5/15/2020,HCM,15:05:02,HOSE,STOCK,18.55,19.8,17.3,18.6,18.95,18.25,18.4,18.57,13.036,13.282,12.792,12.896,13.016,2433850,45196530500,38822,671620600,-0.15,-0.1051,-0.8086,5/15/2020,Tài chính
4/20/2020,FUCVREIT,15:04:03,HOSE,IFC,7.1,7.59,6.61,7.1,7.1,7.1,7.1,0,6.475,6.475,6.475,6.475,0,0,0,0,0,0,0,0,4/20/2020,Tài chính
4/6/2020,E1VFVN30,15:04:02,HOSE,ETF,10.71,11.45,9.97,11.15,11.22,10.83,11.22,10.99,11.15,11.22,10.83,11.22,10.99,551730,6062111500,2250000,24977500000,0.51,0.51,4.7619,4/6/2020,Tài chính
5/25/2020,E1VFVN30,15:05:03,HOSE,ETF,13.42,14.35,12.49,13.35,13.46,13.32,13.4,13.37,13.35,13.46,13.32,13.4,13.37,615080,8223835600,5706000,75288415000,-0.02,-0.02,-0.149,5/25/2020,Tài chính
4/6/2020,FUCVREIT,15:04:02,HOSE,IFC,6,6.42,5.58,6,6.42,5.58,6.42,5.86,5.472,5.855,5.089,5.855,5.344,180,1054800,0,0,0.42,0.383,7,4/6/2020,Tài chính
4/3/2020,HCM,15:04:02,HOSE,STOCK,11.9,12.7,11.1,12.7,12.7,12.4,12.7,12.69,8.902,8.902,8.691,8.902,8.894,1646440,20895852000,144800,1838960000,0.8,0.5608,6.7227,4/3/2020,Tài chính
3/27/2020,FUCVREIT,15:03:02,HOSE,IFC,6.73,7.2,6.26,6.73,6.73,6.73,6.73,0,6.137,6.137,6.137,6.137,0,0,0,0,0,0,0,0,3/27/2020,Tài chính
5/22/2020,FUCVREIT,15:05:02,HOSE,IFC,8.3,8.88,7.72,8.3,8.3,8.3,8.3,0,7.569,7.569,7.569,7.569,0,0,0,0,0,0,0,0,5/22/2020,Tài chính
4/28/2020,FUCVREIT,15:04:02,HOSE,IFC,7.3,7.81,6.79,7.4,7.4,7.4,7.4,7.4,6.748,6.748,6.748,6.748,6.748,10,74000,0,0,0.1,0.0912,1.3699,4/28/2020,Tài chính
5/21/2020,FUESSV50,15:05:02,HOSE,ETF,11.7,12.51,10.89,11.7,11.8,11.7,11.7,11.73,11.7,11.8,11.7,11.7,11.73,61010,715917900,0,0,0,0,0,5/21/2020,Tài chính
5/28/2020,HCM,15:05:03,HOSE,STOCK,18.8,20.1,17.5,18.95,19.15,18.7,18.9,18.94,13.282,13.422,13.107,13.247,13.275,2219910,42046910500,150000,2625000000,0.1,0.0701,0.5319,5/28/2020,Tài chính
5/25/2020,FUESSV50,15:05:03,HOSE,ETF,11.6,12.41,10.79,11.6,11.65,11.6,11.65,11.63,11.6,11.65,11.6,11.65,11.63,40770,474183000,0,0,0.05,0.05,0.431,5/25/2020,Tài chính
5/25/2020,HCM,15:05:03,HOSE,STOCK,18.5,19.75,17.25,18.5,19,18.5,19,18.76,12.967,13.318,12.967,13.318,13.15,2273240,42656573000,0,0,0.5,0.3505,2.7027,5/25/2020,Tài chính
6/1/2020,HCM,15:06:04,HOSE,STOCK,18.8,20.1,17.5,19,19.5,18.9,19.5,19.27,13.318,13.668,13.247,13.668,13.507,1595610,30754216000,0,0,0.7,0.4906,3.7234,6/1/2020,Tài chính
4/16/2020,HCM,15:04:02,HOSE,STOCK,16.4,17.5,15.3,16.15,16.85,16,16.45,16.37,11.319,11.811,11.215,11.53,11.474,1526390,24980969000,0,0,0.05,0.035,0.3049,4/16/2020,Tài chính
6/2/2020,FUESSV50,15:06:03,HOSE,ETF,11.9,12.73,11.07,11.9,12,11.85,11.85,11.9,11.9,12,11.85,11.85,11.9,97940,1165585500,0,0,-0.05,-0.05,-0.4202,6/2/2020,Tài chính
5/20/2020,FUESSV50,15:05:03,HOSE,ETF,11.6,12.41,10.79,11.6,11.7,11.6,11.7,11.62,11.6,11.7,11.6,11.7,11.62,70150,815240000,0,0,0.1,0.1,0.8621,5/20/2020,Tài chính
5/11/2020,FUCVREIT,15:05:02,HOSE,IFC,7.4,7.91,6.89,6.89,7.9,6.89,6.89,7.16,6.283,7.204,6.283,6.283,6.53,530,3793400,0,0,-0.51,-0.4651,-6.8919,5/11/2020,Tài chính
6/25/2020,FUCVREIT,15:06:02,HOSE,IFC,6.9,7.38,6.42,6.9,6.9,6.9,6.9,6.9,6.292,6.292,6.292,6.292,6.292,140,966000,0,0,0,0,0,6/25/2020,Tài chính
6/30/2020,FUCVREIT,15:06:02,HOSE,IFC,7.65,8.18,7.12,7.12,7.12,7.12,7.12,7.12,6.493,6.493,6.493,6.493,6.493,60,427200,0,0,-0.53,-0.4833,-6.9281,6/30/2020,Tài chính
4/22/2020,E1VFVN30,15:04:02,HOSE,ETF,11.82,12.64,11,11.36,11.91,11.36,11.91,11.74,11.36,11.91,11.36,11.91,11.74,488790,5737618900,3200000,37942000000,0.09,0.09,0.7614,4/22/2020,Tài chính
6/12/2020,E1VFVN30,15:06:02,HOSE,ETF,13.65,14.6,12.7,12.91,13.55,12.91,13.55,13.23,12.91,13.55,12.91,13.55,13.23,1062160,14047125900,700000,9295000000,-0.1,-0.1,-0.7326,6/12/2020,Tài chính
6/25/2020,E1VFVN30,15:06:02,HOSE,ETF,13.4,14.33,12.47,13.3,13.34,13.16,13.34,13.2,13.3,13.34,13.16,13.34,13.2,823110,10863291700,1040000,13778600000,-0.06,-0.06,-0.4478,6/25/2020,Tài chính
6/30/2020,E1VFVN30,15:06:02,HOSE,ETF,12.82,13.71,11.93,12.85,13.3,12.8,13.3,12.96,12.85,13.3,12.8,13.3,12.96,657680,8524852100,1100000,14165000000,0.48,0.48,3.7441,6/30/2020,Tài chính
6/22/2020,FUCVREIT,15:06:02,HOSE,IFC,6.2,6.63,5.77,6.63,6.63,6.62,6.63,6.63,6.046,6.046,6.037,6.046,6.046,710,4706800,0,0,0.43,0.3921,6.9355,6/22/2020,Tài chính
6/17/2020,HCM,15:06:02,HOSE,STOCK,18.75,20.05,17.45,18.8,19,18.35,18.75,18.7,13.176,13.318,12.861,13.142,13.107,1528300,28580667500,0,0,0,0,0,6/17/2020,Tài chính
6/29/2020,E1VFVN30,15:06:02,HOSE,ETF,13.35,14.28,12.42,13.35,13.35,12.82,12.82,12.95,13.35,13.35,12.82,12.82,12.95,500420,6478176800,800000,10342000000,-0.53,-0.53,-3.97,6/29/2020,Tài chính
7/1/2020,E1VFVN30,15:07:02,HOSE,ETF,13.3,14.23,12.37,13.3,13.3,12.83,13.3,12.96,13.3,13.3,12.83,13.3,12.96,749680,9719453000,1600000,20692000000,0,0,0,7/1/2020,Tài chính
3/13/2020,FUCVREIT,15:03:03,HOSE,IFC,6.3,6.74,5.86,6.3,6.3,6.3,6.3,6.3,5.745,5.745,5.745,5.745,5.745,100,630000,0,0,0,0,0,3/13/2020,Tài chính
5/29/2020,FUCVREIT,15:05:02,HOSE,IFC,8.6,9.2,8,8,8,8,8,8,7.296,7.296,7.296,7.296,7.296,40,320000,0,0,-0.6,-0.5472,-6.9767,5/29/2020,Tài chính
6/24/2020,E1VFVN30,15:06:02,HOSE,ETF,13.54,14.48,12.6,13.54,13.54,13.3,13.4,13.44,13.54,13.54,13.3,13.4,13.44,765870,10296326400,0,0,-0.14,-0.14,-1.034,6/24/2020,Tài chính
6/4/2020,FUESSV50,15:06:04,HOSE,ETF,12,12.84,11.16,12,12.1,12,12.1,12.04,12,12.1,12,12.1,12.04,50710,610530000,0,0,0.1,0.1,0.8333,6/4/2020,Tài chính
6/10/2020,FUESSV50,15:06:02,HOSE,ETF,12.25,13.1,11.4,12.25,12.4,12.25,12.25,12.26,12.25,12.4,12.25,12.25,12.26,110150,1350984500,0,0,0,0,0,6/10/2020,Tài chính
1/9/2020,HCM,15:01:03,HOSE,STOCK,20.55,21.95,19.15,20.75,20.85,20.5,20.75,20.67,14.544,14.613,14.369,14.544,14.488,569210,11764352500,0,0,0.2,0.1402,0.9732,1/9/2020,Tài chính
1/6/2020,E1VFVN30,15:01:02,HOSE,ETF,14.7,15.72,13.68,14.6,14.7,14.57,14.6,14.61,14.6,14.7,14.57,14.6,14.61,1353170,19771383600,850000,12440600000,-0.1,-0.1,-0.6803,1/6/2020,Tài chính
1/10/2020,E1VFVN30,15:01:03,HOSE,ETF,14.6,15.62,13.58,14.68,14.77,14.64,14.72,14.69,14.68,14.77,14.64,14.72,14.69,381940,5609045500,0,0,0.12,0.12,0.8219,1/10/2020,Tài chính
3/12/2020,E1VFVN30,15:03:07,HOSE,ETF,12.55,13.42,11.68,11.93,12.5,11.8,11.8,11.9,11.93,12.5,11.8,11.8,11.9,2025430,24105200400,1000000,11868000000,-0.75,-0.75,-5.9761,3/12/2020,Tài chính
3/12/2020,HCM,15:03:07,HOSE,STOCK,15.2,16.25,14.15,14.25,14.3,14.15,14.15,14.18,9.988,10.023,9.917,9.917,9.939,1792810,25416572500,200000,2830000000,-1.05,-0.7359,-6.9079,3/12/2020,Tài chính
2/6/2020,HCM,15:02:03,HOSE,STOCK,18.3,19.55,17.05,18.55,19.15,18.45,18.9,18.76,13.001,13.422,12.932,13.247,13.15,1827860,34290405500,0,0,0.6,0.4205,3.2787,2/6/2020,Tài chính
3/10/2020,FUESSV50,15:03:03,HOSE,ETF,11.4,12.19,10.61,11,11.75,11,11.5,11.44,11,11.75,11,11.5,11.44,169390,1937198000,0,0,0.1,0.1,0.8772,3/10/2020,Tài chính
1/17/2020,FUCVREIT,15:01:02,HOSE,IFC,6.95,7.43,6.47,6.95,6.95,6.95,6.95,0,6.338,6.338,6.338,6.338,0,0,0,0,0,0,0,0,1/17/2020,Tài chính
1/17/2020,FUESSV50,15:01:02,HOSE,ETF,12.82,13.71,11.93,12.82,12.9,12.82,12.9,12.86,12.82,12.9,12.82,12.9,12.86,175450,2257049000,0,0,0.08,0.08,0.624,1/17/2020,Tài chính
1/15/2020,E1VFVN30,15:01:02,HOSE,ETF,14.74,15.77,13.71,14.72,14.74,14.7,14.73,14.71,14.72,14.74,14.7,14.73,14.71,635650,9351742300,250000,3683000000,-0.01,-0.01,-0.0678,1/15/2020,Tài chính
3/10/2020,E1VFVN30,15:03:03,HOSE,ETF,13.02,13.93,12.11,12.5,13.18,12.5,13,12.98,12.5,13.18,12.5,13,12.98,3243780,42095329300,12000000,1.55694E+11,-0.02,-0.02,-0.1536,3/10/2020,Tài chính
3/3/2020,FUESSV50,15:03:03,HOSE,ETF,12.2,13.05,11.35,12.2,12.4,12.2,12.4,12.33,12.2,12.4,12.2,12.4,12.33,110000,1356000000,0,0,0.2,0.2,1.6393,3/3/2020,Tài chính
2/20/2020,FUCVREIT,15:02:03,HOSE,IFC,7.7,8.23,7.17,7.7,7.7,7.7,7.7,0,7.022,7.022,7.022,7.022,0,0,0,0,0,0,0,0,2/20/2020,Tài chính
2/21/2020,FUESSV50,15:02:02,HOSE,ETF,12.56,13.43,11.69,12.6,12.6,12.55,12.55,12.56,12.6,12.6,12.55,12.55,12.56,110600,1389560000,0,0,-0.01,-0.01,-0.0796,2/21/2020,Tài chính
2/28/2020,FUCVREIT,15:02:02,HOSE,IFC,7.6,8.13,7.07,7.07,7.07,7.07,7.07,7.07,6.447,6.447,6.447,6.447,6.447,10,70700,0,0,-0.53,-0.4833,-6.9737,2/28/2020,Tài chính
3/2/2020,E1VFVN30,15:03:04,HOSE,ETF,13.86,14.83,12.89,13.8,13.99,13.79,13.99,13.87,13.8,13.99,13.79,13.99,13.87,1406800,19511409900,1500000,20835900000,0.13,0.13,0.938,3/2/2020,Tài chính
2/28/2020,HCM,15:02:02,HOSE,STOCK,17.8,19,16.6,17.2,17.5,17,17.15,17.24,12.055,12.267,11.915,12.02,12.084,990930,17086859500,0,0,-0.65,-0.4556,-3.6517,2/28/2020,Tài chính
2/27/2020,HCM,15:02:02,HOSE,STOCK,17.1,18.25,15.95,17.1,17.8,17.1,17.8,17.44,11.986,12.476,11.986,12.476,12.224,886890,15468804500,0,0,0.7,0.4906,4.0936,2/27/2020,Tài chính
2/10/2020,FUCVREIT,15:02:02,HOSE,IFC,7.8,8.34,7.26,7.5,7.5,7.5,7.5,7.5,6.84,6.84,6.84,6.84,6.84,70,525000,0,0,-0.3,-0.2736,-3.8462,2/10/2020,Tài chính
3/5/2020,FUCVREIT,15:03:04,HOSE,IFC,7.07,7.56,6.58,7.07,7.07,7.07,7.07,0,6.447,6.447,6.447,6.447,0,0,0,0,0,0,0,0,3/5/2020,Tài chính
1/22/2020,FUESSV50,15:01:02,HOSE,ETF,13,13.91,12.09,13,13.05,13,13.05,13.03,13,13.05,13,13.05,13.03,64500,840225000,0,0,0.05,0.05,0.3846,1/22/2020,Tài chính
1/13/2020,HCM,15:01:03,HOSE,STOCK,21,22.45,19.55,21.05,21.5,21,21.45,21.37,14.753,15.07,14.719,15.034,14.978,1409220,30112244500,0,0,0.45,0.3154,2.1429,1/13/2020,Tài chính
4/17/2020,FUCVREIT,15:04:01,HOSE,IFC,7.1,7.59,6.61,7.1,7.1,7.1,7.1,0,6.475,6.475,6.475,6.475,0,0,0,0,0,0,0,0,4/17/2020,Tài chính
4/17/2020,FUESSV50,15:04:01,HOSE,ETF,10.8,11.55,10.05,10.8,10.9,10.8,10.9,10.86,10.8,10.9,10.8,10.9,10.86,92190,1000869000,0,0,0.1,0.1,0.9259,4/17/2020,Tài chính
4/1/2020,E1VFVN30,15:04:02,HOSE,ETF,10.75,11.5,10,10.1,10.45,10.1,10.38,10.36,10.1,10.45,10.1,10.38,10.36,515370,5338890200,0,0,-0.37,-0.37,-3.4419,4/1/2020,Tài chính
4/14/2020,E1VFVN30,15:04:02,HOSE,ETF,11.8,12.62,10.98,11.8,11.84,11.64,11.82,11.73,11.8,11.84,11.64,11.82,11.73,546830,6415201500,900000,10607000000,0.02,0.02,0.1695,4/14/2020,Tài chính
4/24/2020,FUCVREIT,15:04:02,HOSE,IFC,7.3,7.81,6.79,7.3,7.3,7.3,7.3,0,6.657,6.657,6.657,6.657,0,0,0,0,0,0,0,0,4/24/2020,Tài chính
5/14/2020,E1VFVN30,15:05:02,HOSE,ETF,13.04,13.95,12.13,13,13.02,12.94,12.95,12.98,13,13.02,12.94,12.95,12.98,66770,866525200,980000,12655600000,-0.09,-0.09,-0.6902,5/14/2020,Tài chính
5/8/2020,E1VFVN30,15:05:01,HOSE,ETF,12.35,13.21,11.49,12.32,12.95,12.32,12.7,12.72,12.32,12.95,12.32,12.7,12.72,478900,6089218300,2000000,25111000000,0.35,0.35,2.834,5/8/2020,Tài chính
5/12/2020,HCM,15:05:02,HOSE,STOCK,18.2,19.45,16.95,18.1,18.35,17.7,18.1,18.04,12.686,12.861,12.406,12.686,12.644,2317490,41807988500,0,0,-0.1,-0.0701,-0.5495,5/12/2020,Tài chính
5/8/2020,HCM,15:05:01,HOSE,STOCK,16.9,18.05,15.75,17,17.9,16.95,17.25,17.51,11.915,12.546,11.88,12.092,12.273,4270560,74763370000,0,0,0.35,0.2453,2.071,5/8/2020,Tài chính
5/15/2020,E1VFVN30,15:05:02,HOSE,ETF,12.95,13.85,12.05,13.1,13.1,12.85,12.93,12.96,13.1,13.1,12.85,12.93,12.96,80440,1042398800,800000,10386000000,-0.02,-0.02,-0.1544,5/15/2020,Tài chính
5/14/2020,FUCVREIT,15:05:02,HOSE,IFC,7.8,8.34,7.26,7.8,7.8,7.8,7.8,0,7.113,7.113,7.113,7.113,0,0,0,0,0,0,0,0,5/14/2020,Tài chính
5/18/2020,FUCVREIT,15:05:02,HOSE,IFC,8.34,8.92,7.76,8.34,8.34,8.34,8.34,0,7.606,7.606,7.606,7.606,0,0,0,0,0,0,0,0,5/18/2020,Tài chính
5/18/2020,FUESSV50,15:05:02,HOSE,ETF,11.3,12.09,10.51,11.3,11.5,11,11.5,11.24,11.3,11.5,11,11.5,11.24,118970,1337663000,0,0,0.2,0.2,1.7699,5/18/2020,Tài chính
4/29/2020,FUCVREIT,15:04:03,HOSE,IFC,7.4,7.91,6.89,7.4,7.4,7.4,7.4,0,6.748,6.748,6.748,6.748,0,0,0,0,0,0,0,0,4/29/2020,Tài chính
4/20/2020,E1VFVN30,15:04:03,HOSE,ETF,12.25,13.1,11.4,12.28,12.33,12.17,12.3,12.24,12.28,12.33,12.17,12.3,12.24,430000,5261804400,24000,294048000,0.05,0.05,0.4082,4/20/2020,Tài chính
3/25/2020,FUESSV50,15:03:02,HOSE,ETF,9.3,9.95,8.65,9.3,9.6,9.3,9.6,9.4,9.3,9.6,9.3,9.6,9.4,132780,1247861500,0,0,0.3,0.3,3.2258,3/25/2020,Tài chính
4/15/2020,HCM,15:04:02,HOSE,STOCK,15.9,17,14.8,16,16.6,16,16.4,16.37,11.215,11.635,11.215,11.495,11.474,1736130,28416322000,0,0,0.5,0.3505,3.1447,4/15/2020,Tài chính
4/23/2020,FUCVREIT,15:04:02,HOSE,IFC,7.3,7.81,6.79,7.3,7.3,7.3,7.3,0,6.657,6.657,6.657,6.657,0,0,0,0,0,0,0,0,4/23/2020,Tài chính
4/28/2020,E1VFVN30,15:04:02,HOSE,ETF,12.13,12.97,11.29,11.91,12.05,11.85,11.94,11.91,11.91,12.05,11.85,11.94,11.91,285840,3403080800,1000000,11860000000,-0.19,-0.19,-1.5664,4/28/2020,Tài chính
6/2/2020,HCM,15:06:03,HOSE,STOCK,19.5,20.85,18.15,19.8,19.8,18.95,19.05,19.38,13.878,13.878,13.282,13.352,13.584,2017890,39103698000,404000,7829116000,-0.45,-0.3154,-2.3077,6/2/2020,Tài chính
6/1/2020,FUESSV50,15:06:04,HOSE,ETF,11.8,12.62,10.98,11.8,11.9,11.8,11.9,11.84,11.8,11.9,11.8,11.9,11.84,54100,640790000,0,0,0.1,0.1,0.8475,6/1/2020,Tài chính
5/25/2020,FUCVREIT,15:05:03,HOSE,IFC,8.3,8.88,7.72,7.72,7.72,7.72,7.72,7.72,7.04,7.04,7.04,7.04,7.04,240,1852800,0,0,-0.58,-0.5289,-6.988,5/25/2020,Tài chính
5/7/2020,E1VFVN30,15:05:02,HOSE,ETF,12.18,13.03,11.33,12.16,12.35,12.15,12.35,12.26,12.16,12.35,12.15,12.35,12.26,676580,8297357700,400000,4893600000,0.17,0.17,1.3957,5/7/2020,Tài chính
4/9/2020,HCM,15:04:02,HOSE,STOCK,15.15,16.2,14.1,15,15.85,15,15.4,15.52,10.515,11.109,10.515,10.793,10.878,2295490,35635037500,0,0,0.25,0.1752,1.6502,4/9/2020,Tài chính
5/11/2020,HCM,15:05:02,HOSE,STOCK,17.25,18.45,16.05,17.65,18.25,17.4,18.2,17.95,12.371,12.792,12.195,12.756,12.581,3185780,57183147500,0,0,0.95,0.6658,5.5072,5/11/2020,Tài chính
3/30/2020,E1VFVN30,15:03:02,HOSE,ETF,10.67,11.41,9.93,10.1,10.5,10,10.1,10.15,10.1,10.5,10,10.1,10.15,1277920,12975736700,1200000,12194400000,-0.57,-0.57,-5.3421,3/30/2020,Tài chính
4/7/2020,E1VFVN30,15:04:02,HOSE,ETF,11.22,12,10.44,11.4,11.5,11.3,11.5,11.39,11.4,11.5,11.3,11.5,11.39,375400,4276629600,1300000,14755000000,0.28,0.28,2.4955,4/7/2020,Tài chính
4/9/2020,FUESSV50,15:04:02,HOSE,ETF,10.2,10.91,9.49,10.2,10.45,10.2,10.4,10.3,10.2,10.45,10.2,10.4,10.3,78050,804147500,0,0,0.2,0.2,1.9608,4/9/2020,Tài chính
5/5/2020,E1VFVN30,15:05:02,HOSE,ETF,11.9,12.73,11.07,11.9,11.9,11.78,11.86,11.83,11.9,11.9,11.78,11.86,11.83,165430,1957114000,0,0,-0.04,-0.04,-0.3361,5/5/2020,Tài chính
6/29/2020,FUESSV50,15:06:02,HOSE,ETF,11.65,12.46,10.84,11.62,11.62,11.3,11.3,11.51,11.62,11.62,11.3,11.3,11.51,73750,848689900,0,0,-0.35,-0.35,-3.0043,6/29/2020,Tài chính
5/27/2020,HCM,15:05:03,HOSE,STOCK,19.85,21.2,18.5,19.95,20,18.7,18.8,19.43,13.983,14.019,13.107,13.176,13.619,4015960,78020452500,0,0,-1.05,-0.7359,-5.2897,5/27/2020,Tài chính
5/5/2020,FUCVREIT,15:05:02,HOSE,IFC,7.4,7.91,6.89,7.4,7.4,7.4,7.4,0,6.748,6.748,6.748,6.748,0,0,0,0,0,0,0,0,5/5/2020,Tài chính
6/8/2020,E1VFVN30,15:06:03,HOSE,ETF,13.75,14.71,12.79,13.85,14.09,13.84,14,13.99,13.85,14.09,13.84,14,13.99,1214890,16998612800,500000,6879000000,0.25,0.25,1.8182,6/8/2020,Tài chính
5/5/2020,HCM,15:05:02,HOSE,STOCK,15.5,16.55,14.45,15.8,16.4,15.5,15.9,15.81,11.074,11.495,10.864,11.144,11.081,1106130,17483515500,0,0,0.4,0.2804,2.5806,5/5/2020,Tài chính
5/7/2020,HCM,15:05:02,HOSE,STOCK,16.4,17.5,15.3,16.3,16.95,16.2,16.9,16.58,11.424,11.88,11.355,11.845,11.621,1966780,32605173000,0,0,0.5,0.3504,3.0488,5/7/2020,Tài chính
5/13/2020,FUCVREIT,15:05:02,HOSE,IFC,7.37,7.88,6.86,7.8,7.8,7.8,7.8,7.8,7.113,7.113,7.113,7.113,7.113,10,78000,0,0,0.43,0.3921,5.8345,5/13/2020,Tài chính
