date,code,time,floor,type,basicPrice,ceilingPrice,floorPrice,open,high,low,close,average,adOpen,adHigh,adLow,adClose,adAverage,nmVolume,nmValue,ptVolume,ptValue,change,adChange,pctChange,snapshot_date,vietnameseName
5/16/2019,E1VFVN30,15:05:01,HOSE,ETF,14.77,15.8,13.74,14.77,14.84,14.76,14.82,14.78,14.77,14.84,14.76,14.82,14.78,1256260,18568352900,650000,9619000000,0.05,0.05,0.3385,5/16/2019,Tài chính
6/18/2019,FUESSV50,15:06:03,HOSE,ETF,12.3,13.16,11.44,12.3,12.3,12.29,12.3,12.3,12.3,12.3,12.29,12.3,12.3,78060,959938000,0,0,0,0,0,6/18/2019,Tài chính
6/20/2019,FUCVREIT,15:06:05,HOSE,IFC,8.56,9.15,7.97,8.56,8.56,8.56,8.56,0,7.806,7.806,7.806,7.806,0,0,0,0,0,0,0,0,6/20/2019,Tài chính
5/23/2019,FUCVREIT,15:05:01,HOSE,IFC,9.2,9.84,8.56,9.2,9.2,9.2,9.2,0,8.39,8.39,8.39,8.39,0,0,0,0,0,0,0,0,5/23/2019,Tài chính
4/19/2019,HCM,15:04:02,HOSE,STOCK,25.9,27.7,24.1,25.85,26.3,25.6,25.6,25.9,16.476,16.762,16.317,16.317,16.507,529700,13721257000,0,0,-0.3,-0.1912,-1.1583,4/19/2019,Tài chính
5/24/2019,FUESSV50,15:05:01,HOSE,ETF,13.1,14.01,12.19,13.1,13.15,13,13,13.1,13.1,13.15,13,13,13.1,131650,1724358000,0,0,-0.1,-0.1,-0.7634,5/24/2019,Tài chính
7/1/2019,E1VFVN30,15:07:01,HOSE,ETF,14.21,15.2,13.22,14.45,14.55,14.41,14.55,14.51,14.45,14.55,14.41,14.55,14.51,1165130,16910367900,180000,2614500000,0.34,0.34,2.3927,7/1/2019,Tài chính
1/14/2019,FUESSV50,15:01:01,HOSE,ETF,12.05,12.89,11.21,12.05,12.1,12.05,12.05,12.05,12.05,12.1,12.05,12.05,12.05,45940,553619700,0,0,0,0,0,1/14/2019,Tài chính
11/29/2018,HCM,15:11:01,HOSE,STOCK,54.3,58.1,50.5,55.5,55.8,54.9,54.9,55.06,17.978,18.076,17.783,17.783,17.836,98910,5445926000,61520,3387229680,0.6,0.1943,1.105,11/29/2018,Tài chính
11/26/2018,E1VFVN30,15:11:01,HOSE,ETF,14.6,15.62,13.58,14.5,14.74,14.5,14.71,14.68,14.5,14.74,14.5,14.71,14.68,1402490,20591308700,0,0,0.11,0.11,0.7534,11/26/2018,Tài chính
11/30/2018,HCM,15:11:01,HOSE,STOCK,54.9,58.7,51.1,54.7,55.4,54.3,54.6,54.69,17.718,17.946,17.59,17.686,17.717,33580,1836514000,62980,3438708000,-0.3,-0.0972,-0.5464,11/30/2018,Tài chính
9/24/2018,HCM,15:09:01,HOSE,STOCK,67.2,71.9,62.5,67,67.5,65.5,65.8,66.44,21.467,21.626,20.985,21.081,21.287,329110,21864916000,0,0,-1.4,-0.4485,-2.0833,9/24/2018,Tài chính
10/31/2018,HCM,15:10:02,HOSE,STOCK,53.3,57,49.6,53.8,55.4,53.8,54.8,54.84,17.237,17.749,17.237,17.557,17.57,199620,10947546000,0,0,1.5,0.4806,2.8143,10/31/2018,Tài chính
9/10/2018,HCM,15:09:01,HOSE,STOCK,61.3,65.5,57.1,61.3,62.1,60.4,62,61.58,19.64,19.897,19.351,19.863,19.729,190300,11718131000,0,0,0.7,0.2243,1.1419,9/10/2018,Tài chính
1/29/2019,E1VFVN30,15:01:01,HOSE,ETF,14.31,15.31,13.31,14.31,14.5,14.26,14.5,14.29,14.31,14.5,14.26,14.5,14.29,589950,8432768100,550000,7875750000,0.19,0.19,1.3277,1/29/2019,Tài chính
10/26/2018,FUCVREIT,15:10:02,HOSE,IFC,9.3,9.95,8.65,9.5,9.5,9.5,9.5,9.5,8.664,8.664,8.664,8.664,8.664,170,1615000,0,0,0.2,0.1824,2.1505,10/26/2018,Tài chính
1/23/2019,HCM,15:01:01,HOSE,STOCK,45.3,48.45,42.15,45.2,46.85,44.75,46.7,45.77,14.643,15.177,14.495,15.127,14.826,352790,16148339500,0,0,1.4,0.4535,3.0905,1/23/2019,Tài chính
1/2/2019,FUCVREIT,15:01:01,HOSE,IFC,0,0,0,8.73,8.73,8.73,8.73,0,7.961,7.961,7.961,7.961,0,0,0,0,0,0,0,0,1/2/2019,Tài chính
12/12/2018,FUCVREIT,15:12:01,HOSE,IFC,9,9.63,8.37,9,9,9,9,9,8.208,8.208,8.208,8.208,8.208,2190,19710000,0,0,0,0,0,12/12/2018,Tài chính
1/18/2019,HCM,15:01:01,HOSE,STOCK,43.6,46.65,40.55,43.6,43.9,43.3,43.4,43.57,14.124,14.22,14.027,14.058,14.114,113300,4937030000,0,0,-0.2,-0.0648,-0.4587,1/18/2019,Tài chính
1/21/2019,FUCVREIT,15:01:01,HOSE,IFC,8.4,8.98,7.82,8.55,8.55,8.55,8.55,8.55,7.797,7.797,7.797,7.797,7.797,40,342000,0,0,0.15,0.1368,1.7857,1/21/2019,Tài chính
1/15/2019,E1VFVN30,15:01:01,HOSE,ETF,14.15,15.14,13.16,14.18,14.25,14.15,14.25,14.22,14.18,14.25,14.15,14.25,14.22,668610,9508921700,450000,6389750000,0.1,0.1,0.7067,1/15/2019,Tài chính
12/3/2018,HCM,15:12:01,HOSE,STOCK,54.6,58.4,50.8,56.5,56.5,55.1,56.1,56.03,18.302,18.302,17.848,18.173,18.149,214230,12002373000,0,0,1.5,0.4859,2.7473,12/3/2018,Tài chính
1/23/2019,FUESSV50,15:01:01,HOSE,ETF,12.19,13.04,11.34,12.19,12.19,12.15,12.19,12.16,12.19,12.19,12.15,12.19,12.16,106440,1294621200,0,0,0,0,0,1/23/2019,Tài chính
12/6/2018,HCM,15:12:01,HOSE,STOCK,56.2,60.1,52.3,56.1,57.2,56,56.2,56.47,18.173,18.529,18.14,18.205,18.292,120770,6820005000,0,0,0,0,0,12/6/2018,Tài chính
12/11/2018,FUESSV50,15:12:02,HOSE,ETF,12.9,13.8,12,12.9,13.05,12.8,12.8,12.86,12.9,13.05,12.8,12.8,12.86,42250,543198500,0,0,-0.1,-0.1,-0.7752,12/11/2018,Tài chính
1/8/2019,HCM,15:01:01,HOSE,STOCK,44.6,47.7,41.5,44.6,45.2,44,44.6,44.63,14.448,14.643,14.253,14.448,14.457,96320,4298759000,0,0,0,0,0,1/8/2019,Tài chính
1/22/2019,FUCVREIT,15:01:02,HOSE,IFC,8.55,9.14,7.96,9,9,8.55,8.55,8.69,8.208,8.208,7.797,7.797,7.925,100,868500,0,0,0,0,0,1/22/2019,Tài chính
12/25/2018,FUCVREIT,15:12:01,HOSE,IFC,8.17,8.74,7.6,8.17,8.17,8.17,8.17,8.17,7.451,7.451,7.451,7.451,7.451,110,898700,0,0,0,0,0,12/25/2018,Tài chính
11/21/2018,HCM,15:11:01,HOSE,STOCK,56.7,60.6,52.8,56,57,55.5,57,56.71,17.942,18.262,17.781,18.262,18.171,91960,5214979000,0,0,0.3,0.0961,0.5291,11/21/2018,Tài chính
12/27/2018,HCM,15:12:02,HOSE,STOCK,46.5,49.75,43.25,49,49,47.35,47.4,48,15.873,15.873,15.338,15.355,15.548,79160,3799426000,0,0,0.9,0.2916,1.9355,12/27/2018,Tài chính
12/7/2018,FUESSV50,15:12:02,HOSE,ETF,12.9,13.8,12,12.9,13,12.9,13,12.91,12.9,13,12.9,13,12.91,16130,208165000,0,0,0.1,0.1,0.7752,12/7/2018,Tài chính
12/28/2018,FUCVREIT,15:12:01,HOSE,IFC,8.17,8.74,7.6,8.74,8.74,8.73,8.73,8.74,7.97,7.97,7.961,7.961,7.97,60,524200,0,0,0.56,0.5107,6.8543,12/28/2018,Tài chính
12/4/2018,HCM,15:12:01,HOSE,STOCK,56.1,60,52.2,56.8,56.8,56.1,56.2,56.4,18.399,18.399,18.173,18.205,18.269,254720,14366147000,0,0,0.1,0.0324,0.1783,12/4/2018,Tài chính
12/4/2018,FUESSV50,15:12:01,HOSE,ETF,12.8,13.69,11.91,12.8,13,12.8,13,12.88,12.8,13,12.8,13,12.88,106670,1373444000,0,0,0.2,0.2,1.5625,12/4/2018,Tài chính
12/28/2018,FUESSV50,15:12:01,HOSE,ETF,12.2,13.05,11.35,12.2,12.25,12.2,12.25,12.22,12.2,12.25,12.2,12.25,12.22,30010,366872000,0,0,0.05,0.05,0.4098,12/28/2018,Tài chính
12/18/2018,E1VFVN30,15:12:01,HOSE,ETF,14.8,15.83,13.77,14.51,14.73,14.51,14.57,14.62,14.51,14.73,14.51,14.57,14.62,1115100,16298506800,814000,11851840000,-0.23,-0.23,-1.5541,12/18/2018,Tài chính
12/17/2018,FUESSV50,15:12:02,HOSE,ETF,12.88,13.78,11.98,12.88,12.88,12.8,12.8,12.83,12.88,12.88,12.8,12.8,12.83,51920,666176000,0,0,-0.08,-0.08,-0.6211,12/17/2018,Tài chính
11/27/2018,FUCVREIT,15:11:01,HOSE,IFC,9.29,9.94,8.64,9.29,9.29,9.29,9.29,0,8.472,8.472,8.472,8.472,0,0,0,0,0,0,0,0,11/27/2018,Tài chính
11/27/2018,FUESSV50,15:11:01,HOSE,ETF,12.4,13.26,11.54,12.4,12.5,12.4,12.5,12.45,12.4,12.5,12.4,12.5,12.45,66010,821925000,0,0,0.1,0.1,0.8065,11/27/2018,Tài chính
12/24/2018,HCM,15:12:01,HOSE,STOCK,49.6,53,46.15,49.6,49.8,48,48,48.81,16.066,16.133,15.548,15.548,15.811,82260,4015210000,0,0,-1.6,-0.5183,-3.2258,12/24/2018,Tài chính
1/7/2019,FUCVREIT,15:01:01,HOSE,IFC,9.32,9.97,8.67,9.3,9.3,9.3,9.3,9.3,8.481,8.481,8.481,8.481,8.481,10,93000,0,0,-0.02,-0.0182,-0.2146,1/7/2019,Tài chính
12/24/2018,FUESSV50,15:12:01,HOSE,ETF,12.25,13.1,11.4,12.25,12.25,12.1,12.1,12.17,12.25,12.25,12.1,12.1,12.17,56670,689821500,0,0,-0.15,-0.15,-1.2245,12/24/2018,Tài chính
12/21/2018,E1VFVN30,15:12:01,HOSE,ETF,14.53,15.54,13.52,14.53,14.53,14.3,14.5,14.35,14.53,14.53,14.3,14.5,14.35,515700,7398163900,80570,1252057800,-0.03,-0.03,-0.2065,12/21/2018,Tài chính
12/28/2018,HCM,15:12:01,HOSE,STOCK,47.4,50.7,44.1,47.4,47.5,46.5,46.85,46.85,15.355,15.387,15.063,15.177,15.177,80750,3782944500,0,0,-0.55,-0.1782,-1.1603,12/28/2018,Tài chính
12/13/2018,FUESSV50,15:12:02,HOSE,ETF,12.88,13.78,11.98,12.92,12.92,12.9,12.9,12.92,12.92,12.92,12.9,12.9,12.92,14940,192973600,0,0,0.02,0.02,0.1553,12/13/2018,Tài chính
11/20/2018,E1VFVN30,15:11:01,HOSE,ETF,14.93,15.97,13.89,14.8,14.8,14.64,14.7,14.65,14.8,14.8,14.64,14.7,14.65,75950,1112824300,0,0,-0.23,-0.23,-1.5405,11/20/2018,Tài chính
11/20/2018,HCM,15:11:01,HOSE,STOCK,55.6,59.4,51.8,55.1,56.7,55.1,56.7,55.69,17.653,18.167,17.653,18.167,17.842,107180,5968554000,0,0,1.1,0.3524,1.9784,11/20/2018,Tài chính
12/21/2018,FUCVREIT,15:12:01,HOSE,IFC,8.22,8.79,7.65,8.79,8.79,8.22,8.78,8.56,8.016,8.016,7.496,8.007,7.806,180,1541300,0,0,0.56,0.5107,6.8127,12/21/2018,Tài chính
11/20/2018,FUESSV50,15:11:01,HOSE,ETF,12.15,13,11.3,12.28,12.3,12.28,12.3,12.29,12.28,12.3,12.28,12.3,12.29,40,491400,0,0,0.15,0.15,1.2346,11/20/2018,Tài chính
2/21/2019,FUCVREIT,15:02:01,HOSE,IFC,9.45,10.1,8.79,9,9.41,9,9.41,9.17,8.208,8.581,8.208,8.581,8.363,220,2016900,0,0,-0.04,-0.0365,-0.4233,2/21/2019,Tài chính
12/26/2018,E1VFVN30,15:12:01,HOSE,ETF,14.13,15.11,13.15,14.25,14.29,14.1,14.1,14.2,14.25,14.29,14.1,14.1,14.2,1358180,19291202900,360000,5101200000,-0.03,-0.03,-0.2123,12/26/2018,Tài chính
12/5/2018,HCM,15:12:01,HOSE,STOCK,56.2,60.1,52.3,55.5,56.5,55.4,56.2,56.09,17.978,18.302,17.946,18.205,18.171,159290,8934177000,0,0,0,0,0,12/5/2018,Tài chính
2/19/2019,FUCVREIT,15:02:01,HOSE,IFC,9.49,10.15,8.83,8.83,9.38,8.83,9.38,8.89,8.053,8.554,8.053,8.554,8.107,100,889200,0,0,-0.11,-0.1003,-1.1591,2/19/2019,Tài chính
3/25/2019,E1VFVN30,15:03:02,HOSE,ETF,15.4,16.47,14.33,14.4,15,14.4,14.73,14.78,14.4,15,14.4,14.73,14.78,1400630,20704970400,2232000,33517512000,-0.67,-0.67,-4.3506,3/25/2019,Tài chính
12/5/2018,FUCVREIT,15:12:01,HOSE,IFC,8.85,9.46,8.24,9.45,9.45,9.45,9.45,9.45,8.618,8.618,8.618,8.618,8.618,90,850500,0,0,0.6,0.5472,6.7797,12/5/2018,Tài chính
2/11/2019,FUCVREIT,15:02:02,HOSE,IFC,8.89,9.51,8.27,9.3,9.3,9.3,9.3,9.3,8.481,8.481,8.481,8.481,8.481,10,93000,0,0,0.41,0.3739,4.6119,2/11/2019,Tài chính
12/21/2018,HCM,15:12:01,HOSE,STOCK,50.5,54,47,50.3,50.5,49,49.6,49.7,16.293,16.358,15.873,16.066,16.1,68790,3419121000,32000,1504000000,-0.9,-0.2915,-1.7822,12/21/2018,Tài chính
3/13/2019,E1VFVN30,15:03:02,HOSE,ETF,15.3,16.37,14.23,15.35,15.51,15.35,15.46,15.48,15.35,15.51,15.35,15.46,15.48,443660,6868575300,2400000,37071500000,0.16,0.16,1.0458,3/13/2019,Tài chính
3/4/2019,FUESSV50,15:03:01,HOSE,ETF,13.1,14.01,12.19,13.1,13.3,13.1,13.3,13.19,13.1,13.3,13.1,13.3,13.19,101450,1338145500,0,0,0.2,0.2,1.5267,3/4/2019,Tài chính
2/18/2019,FUCVREIT,15:02:01,HOSE,IFC,9.45,10.1,8.79,9.49,9.49,9.49,9.49,9.49,8.654,8.654,8.654,8.654,8.654,10,94900,0,0,0.04,0.0365,0.4233,2/18/2019,Tài chính
3/21/2019,FUCVREIT,15:03:02,HOSE,IFC,9.01,9.64,8.38,9.45,9.45,8.8,8.8,8.83,8.618,8.618,8.025,8.025,8.053,220,1942500,0,0,-0.21,-0.1915,-2.3307,3/21/2019,Tài chính
3/4/2019,E1VFVN30,15:03:01,HOSE,ETF,15.2,16.26,14.14,15.28,15.4,15.2,15.39,15.3,15.28,15.4,15.2,15.39,15.3,906110,13864912300,0,0,0.19,0.19,1.25,3/4/2019,Tài chính
3/26/2019,HCM,15:03:02,HOSE,STOCK,28,29.95,26.05,28.4,28.9,28.2,28.6,28.55,18.101,18.419,17.974,18.229,18.196,287160,8197398000,0,0,0.6,0.3824,2.1429,3/26/2019,Tài chính
3/5/2019,E1VFVN30,15:03:02,HOSE,ETF,15.39,16.46,14.32,15.44,15.44,15.22,15.3,15.32,15.44,15.44,15.22,15.3,15.32,700230,10727929800,2380000,36517100000,-0.09,-0.09,-0.5848,3/5/2019,Tài chính
3/27/2019,FUESSV50,15:03:01,HOSE,ETF,12.9,13.8,12,12.9,13,12.85,13,12.91,12.9,13,12.85,13,12.91,57340,740460000,0,0,0.1,0.1,0.7752,3/27/2019,Tài chính
3/7/2019,FUESSV50,15:03:03,HOSE,ETF,13.4,14.33,12.47,13.4,13.6,13.39,13.4,13.47,13.4,13.6,13.39,13.4,13.47,87800,1182310300,0,0,0,0,0,3/7/2019,Tài chính
3/1/2019,E1VFVN30,15:03:01,HOSE,ETF,15,16.05,13.95,15,15.25,15,15.2,15.06,15,15.25,15,15.2,15.06,426010,6413971700,0,0,0.2,0.2,1.3333,3/1/2019,Tài chính
2/22/2019,HCM,15:02:01,HOSE,STOCK,28.5,30.45,26.55,28.3,28.6,27.75,28,28.17,18.037,18.229,17.686,17.846,17.954,428680,12075520500,0,0,-0.5,-0.3187,-1.7544,2/22/2019,Tài chính
3/14/2019,HCM,15:03:02,HOSE,STOCK,31,33.15,28.85,31.2,31.4,30.8,30.9,31.06,19.885,20.013,19.63,19.694,19.796,632930,19660183500,0,0,-0.1,-0.0637,-0.3226,3/14/2019,Tài chính
2/1/2019,FUCVREIT,15:02:01,HOSE,IFC,9.39,10,8.74,8.9,8.9,8.88,8.89,8.9,8.116,8.116,8.098,8.107,8.116,3120,27757800,0,0,-0.5,-0.456,-5.3248,2/1/2019,Tài chính
2/13/2019,HCM,15:02:02,HOSE,STOCK,50.8,54.3,47.25,51.8,52,50.8,51.1,51.46,16.779,16.844,16.457,16.553,16.67,610580,31421983000,0,0,0.3,0.0972,0.5906,2/13/2019,Tài chính
3/22/2019,E1VFVN30,15:03:01,HOSE,ETF,15.11,16.16,14.06,15.11,15.4,15.01,15.4,15.06,15.11,15.4,15.01,15.4,15.06,1692150,25486353600,2900000,44267700000,0.29,0.29,1.9193,3/22/2019,Tài chính
2/26/2019,E1VFVN30,15:02:01,HOSE,ETF,15.55,16.63,14.47,15.5,15.56,15.25,15.37,15.37,15.5,15.56,15.25,15.37,15.37,102470,1574935200,6500000,1.00975E+11,-0.18,-0.18,-1.1576,2/26/2019,Tài chính
2/15/2019,FUCVREIT,15:02:01,HOSE,IFC,9.29,9.94,8.64,9.5,9.5,8.64,9.45,8.71,8.664,8.664,7.879,8.618,7.943,8010,69803800,0,0,0.16,0.1459,1.7223,2/15/2019,Tài chính
4/4/2019,HCM,15:04:01,HOSE,STOCK,27.6,29.5,25.7,27.8,28.2,27.55,27.6,27.78,17.718,17.974,17.559,17.591,17.706,576620,16016403500,0,0,0,0,0,4/4/2019,Tài chính
4/5/2019,HCM,15:04:01,HOSE,STOCK,27.6,29.5,25.7,27.9,28,27.5,27.6,27.62,17.782,17.846,17.528,17.591,17.603,620730,17144587500,0,0,0,0,0,4/5/2019,Tài chính
4/9/2019,E1VFVN30,15:04:01,HOSE,ETF,15,16.05,13.95,15.13,15.13,14.9,14.9,14.96,15.13,15.13,14.9,14.9,14.96,104010,1555582000,0,0,-0.1,-0.1,-0.6667,4/9/2019,Tài chính
4/10/2019,FUESSV50,15:04:01,HOSE,ETF,13,13.91,12.09,13,13,12.7,12.9,12.82,13,13,12.7,12.9,12.82,83010,1064464000,0,0,-0.1,-0.1,-0.7692,4/10/2019,Tài chính
2/26/2019,FUESSV50,15:02:01,HOSE,ETF,13.45,14.39,12.51,13.45,13.46,13.35,13.35,13.43,13.45,13.46,13.35,13.35,13.43,94410,1268062200,0,0,-0.1,-0.1,-0.7435,2/26/2019,Tài chính
2/20/2019,FUESSV50,15:02:01,HOSE,ETF,13.2,14.12,12.28,13.2,13.2,13.1,13.1,13.18,13.2,13.2,13.1,13.1,13.18,63150,832483500,0,0,-0.1,-0.1,-0.7576,2/20/2019,Tài chính
2/19/2019,HCM,15:02:01,HOSE,STOCK,51.4,54.9,47.85,52,52,50.2,50.2,50.92,16.844,16.844,16.261,16.261,16.496,665060,33864199000,0,0,-1.2,-0.3887,-2.3346,2/19/2019,Tài chính
2/25/2019,E1VFVN30,15:02:02,HOSE,ETF,15.4,16.47,14.33,15.4,15.6,15.4,15.55,15.56,15.4,15.6,15.4,15.55,15.56,481560,7492138900,1670000,26211400000,0.15,0.15,0.974,2/25/2019,Tài chính
4/12/2019,HCM,15:04:01,HOSE,STOCK,27.7,29.6,25.8,27.5,27.95,27.2,27.2,27.37,17.528,17.814,17.336,17.336,17.444,675750,18493016000,100000,2736700000,-0.5,-0.3187,-1.8051,4/12/2019,Tài chính
3/6/2019,HCM,15:03:01,HOSE,STOCK,29.1,31.1,27.1,29.3,29.6,28.7,29.5,29.18,18.675,18.866,18.291,18.801,18.599,380950,11114332000,0,0,0.4,0.2549,1.3746,3/6/2019,Tài chính
4/17/2019,FUESSV50,15:04:01,HOSE,ETF,12.8,13.69,11.91,12.8,13.1,12.6,12.8,12.88,12.8,13.1,12.6,12.8,12.88,85190,1097428000,0,0,0,0,0,4/17/2019,Tài chính
1/31/2019,FUCVREIT,15:01:02,HOSE,IFC,8.8,9.41,8.19,8.9,9.39,8.81,9.39,9.09,8.116,8.563,8.034,8.563,8.29,240,2181400,0,0,0.59,0.538,6.7045,1/31/2019,Tài chính
4/16/2019,FUCVREIT,15:04:01,HOSE,IFC,9.6,10.25,8.93,9.5,9.5,9.5,9.5,9.5,8.664,8.664,8.664,8.664,8.664,10,95000,0,0,-0.1,-0.0912,-1.0417,4/16/2019,Tài chính
4/25/2019,HCM,15:04:02,HOSE,STOCK,25.9,27.7,24.1,25.9,25.9,25.2,25.4,25.4,16.507,16.507,16.061,16.188,16.188,410940,10439823000,0,0,-0.5,-0.3187,-1.9305,4/25/2019,Tài chính
4/2/2019,E1VFVN30,15:04:01,HOSE,ETF,14.94,15.98,13.9,14.94,15.1,14.5,14.97,14.99,14.94,15.1,14.5,14.97,14.99,126490,1895881500,100000,1498500000,0.03,0.03,0.2008,4/2/2019,Tài chính
5/9/2019,FUESSV50,15:05:02,HOSE,ETF,12.7,13.58,11.82,12.7,12.7,12.6,12.6,12.67,12.7,12.7,12.6,12.6,12.67,30600,387580000,0,0,-0.1,-0.1,-0.7874,5/9/2019,Tài chính
5/29/2019,E1VFVN30,15:05:02,HOSE,ETF,14.81,15.84,13.78,14.81,14.81,14.64,14.7,14.69,14.81,14.81,14.64,14.7,14.69,247960,3641828900,710000,10417550000,-0.11,-0.11,-0.7427,5/29/2019,Tài chính
6/12/2019,FUESSV50,15:06:02,HOSE,ETF,12.7,13.58,11.82,12.7,12.9,12.65,12.9,12.78,12.7,12.9,12.65,12.9,12.78,70070,895723000,0,0,0.2,0.2,1.5748,6/12/2019,Tài chính
4/25/2019,FUCVREIT,15:04:02,HOSE,IFC,9,9.63,8.37,9,9,9,9,0,8.208,8.208,8.208,8.208,0,0,0,0,0,0,0,0,4/25/2019,Tài chính
5/13/2019,E1VFVN30,15:05:01,HOSE,ETF,14.46,15.47,13.45,14.56,14.7,14.5,14.5,14.54,14.56,14.7,14.5,14.5,14.54,512620,7451194800,324000,4797464000,0.04,0.04,0.2766,5/13/2019,Tài chính
5/13/2019,FUCVREIT,15:05:01,HOSE,IFC,9.2,9.84,8.56,9.2,9.2,9.2,9.2,0,8.39,8.39,8.39,8.39,0,0,0,0,0,0,0,0,5/13/2019,Tài chính
2/25/2019,HCM,15:02:02,HOSE,STOCK,28,29.95,26.05,28.05,29.9,28.05,29.9,28.91,17.877,19.056,17.877,19.056,18.426,980960,28359497000,0,0,1.9,1.2109,6.7857,2/25/2019,Tài chính
4/3/2019,FUCVREIT,15:04:01,HOSE,IFC,9.9,10.55,9.21,9.9,9.9,9.9,9.9,0,9.028,9.028,9.028,9.028,0,0,0,0,0,0,0,0,4/3/2019,Tài chính
6/7/2019,FUCVREIT,15:06:01,HOSE,IFC,8.57,9.16,7.98,8.58,8.58,8.58,8.58,8.58,7.825,7.825,7.825,7.825,7.825,50,429000,0,0,0.01,0.0091,0.1167,6/7/2019,Tài chính
5/2/2019,HCM,15:05:04,HOSE,STOCK,25.45,27.2,23.7,25.45,25.75,24.8,24.8,25.3,16.221,16.412,15.806,15.806,16.125,408240,10327184500,0,0,-0.65,-0.4143,-2.554,5/2/2019,Tài chính
6/3/2019,E1VFVN30,15:06:01,HOSE,ETF,14.55,15.56,13.54,14.55,14.55,14.1,14.1,14.36,14.55,14.55,14.1,14.1,14.36,482740,6932953500,0,0,-0.45,-0.45,-3.0928,6/3/2019,Tài chính
5/29/2019,FUCVREIT,15:05:02,HOSE,IFC,9.2,9.84,8.56,9.2,9.2,9.2,9.2,0,8.39,8.39,8.39,8.39,0,0,0,0,0,0,0,0,5/29/2019,Tài chính
5/10/2019,FUESSV50,15:05:01,HOSE,ETF,12.6,13.48,11.72,12.7,12.8,12.7,12.8,12.73,12.7,12.8,12.7,12.8,12.73,40000,509000000,0,0,0.2,0.2,1.5873,5/10/2019,Tài chính
6/18/2019,FUCVREIT,15:06:03,HOSE,IFC,8.56,9.15,7.97,8.56,8.56,8.56,8.56,8.56,7.806,7.806,7.806,7.806,7.806,800,6848000,0,0,0,0,0,6/18/2019,Tài chính
5/10/2019,FUCVREIT,15:05:01,HOSE,IFC,9.2,9.84,8.56,9.2,9.2,9.2,9.2,0,8.39,8.39,8.39,8.39,0,0,0,0,0,0,0,0,5/10/2019,Tài chính
6/25/2019,FUESSV50,15:06:01,HOSE,ETF,12.7,13.58,11.82,12.7,12.8,12.7,12.8,12.73,12.7,12.8,12.7,12.8,12.73,44310,563959000,0,0,0.1,0.1,0.7874,6/25/2019,Tài chính
5/27/2019,FUESSV50,15:05:01,HOSE,ETF,13,13.91,12.09,13,13,12.95,12.95,13,13,13,12.95,12.95,13,45550,592137500,0,0,-0.05,-0.05,-0.3846,5/27/2019,Tài chính
6/20/2019,FUESSV50,15:06:05,HOSE,ETF,12.5,13.37,11.63,12.5,12.6,12.5,12.5,12.55,12.5,12.6,12.5,12.5,12.55,115080,1444428000,0,0,0,0,0,6/20/2019,Tài chính
5/16/2019,HCM,15:05:01,HOSE,STOCK,27.3,29.2,25.4,27.5,27.55,27.05,27.05,27.18,17.528,17.559,17.241,17.241,17.324,297440,8083218500,60000,1630560000,-0.25,-0.1593,-0.9158,5/16/2019,Tài chính
5/28/2019,FUCVREIT,15:05:02,HOSE,IFC,9.2,9.84,8.56,9.2,9.2,9.2,9.2,0,8.39,8.39,8.39,8.39,0,0,0,0,0,0,0,0,5/28/2019,Tài chính
4/22/2019,HCM,15:04:02,HOSE,STOCK,25.6,27.35,23.85,25,25.2,24.3,24.3,24.7,15.933,16.061,15.488,15.488,15.742,842970,20823925000,0,0,-1.3,-0.8286,-5.0781,4/22/2019,Tài chính
6/6/2019,FUESSV50,15:06:02,HOSE,ETF,12.61,13.49,11.73,12.61,12.61,12.4,12.4,12.52,12.61,12.61,12.4,12.4,12.52,77570,971110900,0,0,-0.21,-0.21,-1.6653,6/6/2019,Tài chính
6/5/2019,E1VFVN30,15:06:01,HOSE,ETF,14.39,15.39,13.39,14.5,14.5,14.36,14.37,14.45,14.5,14.5,14.36,14.37,14.45,625900,9043276300,2500000,36086000000,-0.02,-0.02,-0.139,6/5/2019,Tài chính
2/27/2019,HCM,15:02:02,HOSE,STOCK,30.6,32.7,28.5,30.9,30.95,30.4,30.4,30.69,19.694,19.726,19.375,19.375,19.561,427530,13121633000,0,0,-0.2,-0.1275,-0.6536,2/27/2019,Tài chính
4/26/2019,HCM,15:04:02,HOSE,STOCK,25.4,27.15,23.65,25.4,25.7,25.25,25.45,25.51,16.188,16.38,16.092,16.221,16.259,363410,9271647000,0,0,0.05,0.0319,0.1969,4/26/2019,Tài chính
6/24/2019,HCM,15:06:02,HOSE,STOCK,24,25.65,22.35,24,24.5,23.8,24.1,24.24,16.442,16.786,16.306,16.51,16.607,484720,11748660000,0,0,0.1,0.0685,0.4167,6/24/2019,Tài chính
6/4/2019,E1VFVN30,15:06:01,HOSE,ETF,14.1,15.08,13.12,14.4,14.4,14.27,14.39,14.34,14.4,14.4,14.27,14.39,14.34,2022320,28995383200,7850000,1.12484E+11,0.29,0.29,2.0567,6/4/2019,Tài chính
6/21/2019,E1VFVN30,15:06:02,HOSE,ETF,14.4,15.4,13.4,14.4,14.45,14.37,14.41,14.39,14.4,14.45,14.37,14.41,14.39,232300,3343651300,1170000,16861400000,0.01,0.01,0.0694,6/21/2019,Tài chính
